Feature_1,Feature_2
-2.752360469,4.17493827
-0.874059433,1.380746326
10.91878367,4.077124626
-2.685414788,2.687099338
2.305213767,-3.822699373
-5.1873227,-5.187309566
-5.092518626,-5.240882956
6.401589421,2.957546889
7.706522165,4.713644312
5.061378763,3.496718816
-7.330120094,6.788333018
-4.349979342,-3.915007977
-6.74224746,5.758239425
9.115625606,1.64339329
9.063701984,2.432817283
2.924972206,-2.937211773
8.791475337,1.030361531
3.028506562,-2.865703861
7.787627012,2.669767139
7.851786029,4.909008779
8.392377851,-0.279021477
8.175933558,1.911039319
-1.756492375,0.181107062
-1.630637877,-0.052202071
-1.966017949,2.035707367
5.045574062,-5.893405777
8.756661034,2.187022257
7.600136867,-3.809481438
2.260544216,-2.90832004
4.289240979,4.978321594
8.206167219,2.966886211
-0.121371165,1.921099687
6.651439452,7.937521181
-5.17573751,-4.714309943
3.331440634,-2.413263071
-4.792221999,-5.7234533
1.156499512,4.713458356
4.462489772,4.028687292
6.281808233,-7.426493286
3.363550355,4.383778568
7.705684414,1.807888899
-8.967069704,5.882813538
-6.0435756,-4.464261961
5.314489123,4.262545722
0.934902376,2.155065418
-8.154362668,5.248171193
6.219597276,2.042241412
5.683600827,-6.389789655
-3.148273147,-6.493812154
-5.607306129,-4.879684971
-4.53875443,-4.750999876
6.167541614,4.173221426
-5.521468886,-4.962081063
-1.146848038,2.533115974
2.709738275,-2.705710798
-5.252215396,-4.392824624
-5.332775888,8.523238622
-4.447884807,-5.320976378
-6.783375025,5.974247316
7.175311173,1.246771367
-5.071775252,3.359978329
-1.214761212,1.933298395
4.435838888,-7.354657736
-2.436334655,1.931665252
-1.557592029,1.527993425
-4.195274051,2.804167882
-4.530514325,-3.247635499
-3.332691015,4.102724532
2.640796367,-2.552537812
-4.734989255,-4.219563898
5.738061006,-6.00847771
4.970870591,4.545230326
-6.541831885,6.020278775
4.303074054,5.301739484
-7.593013872,-5.819510113
-3.900683388,2.912497587
2.577302276,6.747109032
-2.402941639,4.00282583
-7.093386859,6.470667888
7.629358968,2.11873517
4.583477051,-7.020190481
-4.029976367,3.040615914
9.377175679,2.598434446
-2.579823755,3.888784116
7.865053353,0.710163367
-3.107879895,0.377978473
-2.311509622,0.196228456
-3.232471536,2.562025899
5.757034994,-8.119615217
-5.379956249,-5.522663386
-6.264378003,8.781798909
-8.070852419,8.911419087
5.543161494,-3.967562634
7.134122204,6.389323103
-4.267678306,-4.736999112
-6.927963139,6.78779103
-4.920278908,-5.402780523
2.711571899,-6.385589697
-5.360052377,-4.501720054
-3.406098382,1.427177466
3.651823928,3.004529561
-4.219904213,-5.117645905
1.796488679,9.7066228
2.939525926,-2.790233778
-4.030957556,3.835460383
-2.733821364,0.312006684
8.911373669,1.85766154
-7.073972864,6.924334396
0.157223832,2.769011434
9.886259152,3.434998153
-3.939874896,1.446489739
2.647494072,-3.027884539
8.475377566,-3.88625341
-4.740666918,-5.104114443
6.385548209,-5.397859766
7.104366366,1.836647154
8.618359216,3.319886773
-3.731186547,-5.990252399
5.956303666,-5.408836814
8.516369979,0.851326025
8.201905691,2.813615799
9.075286576,2.805182469
6.020324158,6.788761269
6.750311702,0.559756006
6.983825284,-5.203790568
3.391791482,0.617974275
8.583179445,-6.690262167
3.511285216,-1.780123797
-4.923473036,2.857913554
6.056569069,-5.274418631
6.650885636,1.917339712
6.44727745,7.423374235
8.209508069,1.318912421
-6.497215573,8.796360823
2.474842712,3.7911949
6.08764368,5.774267431
5.959129079,-7.102957224
-5.646794882,-5.401405635
-5.779745336,-4.370332317
6.500873477,3.994069686
4.031053731,3.80121199
4.719283602,6.478594994
4.648970211,5.699537562
-5.047570479,2.544983246
9.44790277,2.745406721
-2.62074614,3.691216928
-4.94274701,-5.382125957
3.183242106,6.096146179
-4.352082339,3.184441051
-0.001430667,3.217244078
4.660273852,3.560841145
2.295290486,2.623796085
2.326436855,-3.485807019
-1.228732688,3.594983036
0.073051804,2.523588404
-6.665823583,6.844740951
-6.958674368,7.44300213
-3.73761668,-0.638567148
6.840523144,2.263443934
-1.28827849,1.628544273
5.77040016,4.200948741
-5.816506333,5.821959133
-8.912254975,6.931365954
8.981775504,1.583354439
7.45338101,1.930501059
8.160825245,3.106293306
2.907356171,-3.06491035
-3.284844729,-4.492864782
-6.456520621,7.199810434
-4.538342298,-5.162436309
8.446579269,1.518214959
5.101783266,6.279160513
-3.846981369,-6.148689721
1.093679215,5.29842222
-3.316928296,3.642918111
5.021409602,3.569090871
5.64322475,6.039658411
-1.47198266,1.397534931
-1.120831907,1.903140104
-3.650220423,3.33040159
-5.517258307,-5.865238403
-6.293921086,6.757318723
-2.019707475,3.426071928
3.062612251,-3.214702771
-4.236798589,-4.478886999
-7.28438465,8.590582073
4.766408523,-3.728427843
-2.38441677,2.508999136
-7.122708934,7.093372374
4.707637579,6.700655145
7.964660877,2.653637582
2.467443168,-3.152612352
-4.738458101,-5.175280423
8.542785216,1.234518249
-4.29215677,2.79343706
-5.129028569,-4.676759315
7.521690904,0.588926517
-5.483605945,7.60211832
-3.842284455,2.74133115
4.936042734,-4.007921958
3.017041734,-3.384986616
5.259217193,-5.571638644
-5.584293305,-4.826833128
2.505185932,-2.529614406
-3.839085114,-4.232583339
4.018886475,2.254050655
-5.671777474,-5.479514116
3.766370101,6.681546001
3.319365111,-3.571502456
4.266725867,3.32057385
-6.92142297,4.871265906
3.973055261,6.185938399
10.07327488,0.668500199
3.040914679,-3.049444827
8.979892689,1.661329348
5.105078245,6.742817454
-2.750675242,2.47496424
8.613862541,2.113560113
4.213867403,5.228532308
-7.709020958,8.953259138
5.000310597,4.986049518
8.036464435,2.955238993
8.031242374,0.228346208
3.364401384,7.11639857
6.53932515,-5.397724911
8.450216422,1.519759724
-1.09161366,0.893401611
-1.073961547,-1.418251145
-3.266877605,3.818712995
-5.191158437,-5.72605093
5.564320884,-5.554960815
0.945151561,6.016812979
6.425461388,7.565920059
-5.878142144,9.320040722
4.839046784,5.671575389
-2.764864553,3.426819837
8.966515021,2.745544507
-3.297267848,3.263783424
2.778358874,-3.442401357
-3.694070957,-6.144113102
3.160678608,-2.789039623
-4.336475535,-6.768908247
-6.9773156,-5.637516204
-5.424206095,-5.634298266
2.852525161,-2.376128964
-4.91395295,5.985240507
-5.102334073,-5.764432352
-7.417909546,4.974192127
8.536797024,1.429142737
6.778432706,-5.131157365
8.598232471,1.502371246
-4.576156658,-3.846745103
2.428243704,-6.649649229
-6.647495032,6.429648634
-6.65395368,-5.071296032
-7.528977708,5.943442357
5.490117147,5.450711539
3.898112635,3.784621344
3.641401549,4.019350492
-2.542767583,-0.908655192
8.260506757,-6.417615596
-4.99580504,-4.962415525
2.530332303,-3.072043778
7.012368513,0.670767565
7.646252519,2.901468643
3.297377171,-2.573292221
9.038231309,3.247714458
-5.529429172,-4.318053332
4.537948574,6.169490798
4.999005114,-7.684951664
6.818388459,-7.045610488
1.740995681,6.271132516
6.111236518,4.23017965
9.098739169,1.210903597
-1.935633902,3.871275707
2.877921682,-2.517956416
-6.611021271,7.251473609
5.264662333,4.449458241
8.62357018,2.661173791
-7.09662367,6.584033072
-6.987500678,9.868403056
1.772276898,3.921270021
-3.655586806,2.63177561
3.154416506,-2.148892528
2.448316697,-4.076445296
5.983851165,5.292104292
-4.009686422,2.517190558
-8.793892498,5.644552497
-5.390084979,-5.34604655
7.799772593,3.842175976
-5.016721275,-4.906138093
-5.581468655,4.512191343
-7.707625895,6.287826136
4.025940443,6.981956048
-3.650286692,-4.294688194
5.771766871,-5.130748754
2.68811552,-2.042984323
4.197007721,4.864200077
7.921308204,2.493487665
3.229986071,-3.338857685
-4.085741748,-4.398453574
-7.964705426,8.628468555
-7.706892568,7.855555659
-5.610607325,-6.443905681
-5.1664978,-5.394400748
-4.134464299,3.795253174
-4.684438286,-5.336787585
3.567316131,5.635398598
-2.289483269,2.422466476
7.268287065,2.740951924
8.03062467,2.100235342
7.440168675,2.524463825
-1.012195299,2.087981561
6.726259527,2.196680638
-5.480510952,-5.233355
3.811370119,4.538057706
-5.544019777,-4.814197042
-4.718348163,6.382358323
-6.787425969,8.026986263
-4.069468998,-4.991813551
3.600206954,-3.328447139
-1.503878116,4.252154975
4.611805906,7.397970756
0.490313047,1.172974618
-5.723034614,7.338023481
-7.780199129,8.330574904
5.848902244,-5.720872862
-4.989598486,-3.837172738
5.39445276,-6.196089025
4.037777607,5.647883817
-1.70073958,3.892943936
7.728037472,-0.342823379
2.69719223,-2.086995143
7.694789949,2.333055004
4.176912638,5.139267352
-8.535040248,5.119989966
6.920272224,-0.084529477
4.961638532,2.346386143
5.55093097,7.757275515
4.72928013,9.789661352
5.152784443,7.323530227
3.474777068,-3.742448984
-2.504224181,1.661858469
8.383259293,2.37638518
8.31203898,4.260400896
6.005720926,3.39221415
5.393841994,5.290384867
-5.574755377,-5.170757721
-4.921859121,-5.618407827
-4.903763495,-4.588448933
2.031050284,6.121865384
4.798536888,6.21621241
3.016002075,-3.376708935
-2.029225511,4.57072443
5.034770498,-6.630897586
-4.729202874,-5.332230331
5.588623951,4.236554561
-4.645301869,2.29722984
-4.496705898,2.119046563
-5.313686523,-6.170811959
-3.133793306,2.679888841
3.592852077,-2.640523345
-5.43550618,-4.911261928
-6.335524225,-4.565311846
-6.443446875,5.664518431
5.952082203,6.664549763
4.106508059,7.06165714
-3.867898278,1.486261807
3.084680412,-3.706857248
5.291576452,4.470250561
-5.265063424,6.143227906
5.627597331,7.102397889
-6.920402138,7.554057771
3.664097071,-2.721884995
5.328641463,-6.255406558
-4.714387611,-5.554327676
-7.095796083,-4.342477996
-2.189609478,1.487742716
8.379391475,2.240136557
-6.062548839,-4.842511011
5.284559251,4.007026733
-1.133993523,0.645137875
8.73395092,1.956720343
-3.887987242,3.351247915
6.149120418,6.840399836
3.598285751,-3.079264787
-3.705933857,3.424795415
4.066025957,5.291911183
-1.862926822,2.180362114
-7.816217245,7.078143063
9.127558371,1.596597845
4.302034315,4.841077469
5.252982008,5.662910974
6.064177726,4.346770444
6.89116006,-3.596808517
-7.483561484,6.387833083
6.836637188,1.521048293
-6.815289525,7.937915538
2.669361851,6.226834487
-1.299286178,1.568849491
3.155675608,5.745048835
3.194289302,-1.753500241
5.304064387,-5.534010296
-8.561493222,8.503419828
-4.6214099,-5.05826313
6.123947459,-6.342482681
-3.297275993,2.739122728
-3.470918796,0.242750144
-5.052863839,-5.96881296
7.23688406,-6.476459126
2.476544509,-2.731673624
-7.139397201,7.739653152
-6.494034447,6.271727798
3.783713733,3.113633212
4.027674194,-5.024247082
5.407042924,-5.764145394
-6.38978383,7.156972961
-4.79960572,-4.722841432
6.620569496,1.823347414
8.249622616,1.979948919
-4.424102575,4.203564534
7.942330012,2.482661819
5.169905616,2.842583033
-7.962732565,6.79338872
5.174028895,-7.546566657
5.484751571,4.778596121
7.598772499,8.346950219
7.472665094,2.296196101
-7.593811408,6.83436859
6.313718515,-7.496318309
-4.720560056,2.0531308
2.889373188,-3.13840665
-3.655183074,1.122883952
7.334565733,3.072709401
-2.305972661,3.804791586
4.096681909,5.703161384
-4.239660929,-5.461522925
6.11927823,-5.672087485
7.917740398,1.927209352
-3.575293859,2.871762367
-5.009797418,-5.717803497
-8.280455571,7.189479821
3.747285648,8.134308083
6.351969609,0.894400552
9.096375241,2.951631475
-6.567737049,7.470044187
-6.220650996,6.960980481
3.594735244,-3.613803908
-6.158467473,-6.12597102
-3.248915367,4.654710746
9.792397972,1.251144826
5.507725765,4.556897885
-2.224245973,1.47232273
7.817728196,1.524532658
-5.368511017,-4.154302219
-4.764190613,2.729030208
-4.854506996,-4.801423531
7.570118976,0.870378165
0.470731766,5.275774317
2.588508459,5.277110868
2.003132179,-2.812971715
4.303393607,5.69309134
-4.499466122,-5.685726045
6.525773848,0.392262081
-1.965506212,3.534142235
-5.634016591,-5.091789153
2.675361227,-3.611970133
7.258458062,1.352801494
6.975672601,4.82289721
-7.881068337,6.287779236
-6.558692848,6.266843803
-2.294891677,1.672731716
5.626318225,-5.626472424
-2.296612859,1.181618902
-9.906988219,6.625177943
8.417932877,1.504503261
-5.741544377,-5.047620285
-5.057608097,-4.197173682
5.933310716,3.291750323
-6.132296594,-5.336516258
-6.774735883,7.692722755
1.204568716,4.570993667
-3.507380391,-4.620933663
0.02071323,1.449338885
-6.546491287,6.017705966
-0.320773476,3.109560419
4.793827228,6.429311821
-5.08986244,-5.17677568
-4.587971786,-4.588971239
5.769658697,4.610679984
3.816715766,-3.573172697
-5.951292874,8.655407113
-7.077443461,5.804706236
5.361500129,-6.370338141
-5.006378113,-3.816044689
-4.349710305,-4.496296926
9.151566803,0.004863045
-4.980391861,-4.601601367
6.238984871,-2.499056237
3.014090579,-3.004559498
6.743789718,2.532214318
7.418330942,6.345258974
3.116892956,-3.777947823
-4.995909235,-5.187669707
-4.092030817,3.57823302
4.243730253,4.87771599
-6.153229225,4.87277258
3.499005055,-4.448127689
-5.121428076,-4.529346235
5.414983285,-4.365706018
-4.34196407,-5.97667492
-8.682658694,5.975971409
4.70399237,4.773090075
-5.688330692,-5.307644435
4.497837002,4.394527305
-4.384689995,3.601711521
-6.467993801,7.361661061
4.744723066,4.320157926
-6.285986588,-4.852292913
-8.466785191,6.498597853
-7.58653127,7.224216404
5.049756842,-5.014701595
-1.510096693,-0.043100325
6.454740032,-7.305270976
4.562283097,2.655213787
-5.660397757,-5.257108673
-2.30129846,3.303071878
-2.534603026,3.744061373
-4.229299097,-4.669775258
-5.5415376,-4.510658969
3.218469085,-2.404676863
6.502220313,-6.265812587
5.440336898,2.965127293
1.088031764,2.071062121
6.477944081,-8.73003446
6.247826269,-4.776296245
-2.53542012,-0.267448877
-9.488327353,6.341751588
-8.002217019,6.247564763
6.808690987,-4.272386685
9.192888898,0.733866491
7.040987894,3.036769401
4.028103565,-3.551604183
-2.690765391,2.146411778
3.598315743,-3.304891452
-1.05703981,2.510549074
3.863481926,-3.199818093
6.941443997,2.438804267
6.340585775,1.198713937
7.993659513,1.805951379
-6.814824463,7.425444864
7.826879459,7.314865292
6.324664666,4.883244204
-8.519346075,4.167844402
-3.536515223,4.105753018
-4.390811228,2.229892037
-4.345185976,4.010542402
2.187241296,5.172539119
7.587936452,1.856573991
-4.056447903,-5.375340522
-8.207021648,5.924687607
-0.761786553,0.217327552
-7.0990943,6.397179344
7.548394226,0.764781007
-5.992556027,5.745077332
2.289094667,-2.249333174
7.418417387,6.97237168
3.806855635,-2.773232849
-3.631827369,2.895504279
-8.731201303,8.494938227
-4.985265297,-3.65885015
-3.625846046,3.621358798
-0.620872008,1.15618829
8.134427134,2.327726266
4.729412477,7.059272712
7.348408701,1.824148684
2.932991417,-2.992655903
7.122170575,3.173157139
7.835164576,1.678994179
6.748800267,2.141985295
6.040641458,2.160628997
-5.410161022,7.574071221
8.157758101,0.796947105
6.78538141,1.626307609
-1.291214203,3.330444297
3.986437881,5.051228626
-4.697070776,3.455795369
6.338574942,-6.700494413
-2.948569347,2.565762029
2.316560651,-3.112382701
-6.10704613,8.829620202
-4.909186124,-4.47029546
7.920014754,-7.518113417
6.759686956,5.554463288
8.256414076,4.736171281
-2.662667653,2.759518181
-4.641334341,2.417724454
-6.138363876,7.139060399
-1.150697677,1.325039869
8.302530467,1.795271366
-7.238110436,7.046002747
-2.560419505,2.208378095
2.60700527,-3.665616477
4.320127386,7.178701302
8.9615414,2.543708801
6.454545061,-8.034243603
-2.385962061,4.49209758
2.655924827,-1.873782097
3.60654885,-2.929141543
8.016937145,0.945511087
-5.829801291,7.134296497
-4.50866664,-4.393993832
5.21132937,2.347340952
3.435033865,-2.752159056
-3.973233404,1.98598601
-1.775879883,1.093540481
5.571717878,-5.048568084
-4.861455259,-4.691746096
6.611478636,1.430520473
-5.274171613,-5.641821815
6.110772285,-9.888476762
3.924766519,2.200195074
7.888640588,2.412025049
6.861951434,0.386204193
-0.088176048,1.386541188
-5.899178602,8.061370965
-7.110665369,6.103357773
3.75433339,5.783771158
6.85694502,2.258260269
3.090510779,-3.648415974
7.12990097,-6.592201384
-4.133559005,-4.156958358
-3.54795308,0.445905474
5.499471645,-5.50211432
3.165440116,-2.583235519
5.309421417,-5.370960353
-7.606503388,7.455904195
3.245487476,-2.632561107
4.563678369,-5.713296145
-4.804026743,-5.40555454
5.127977214,3.787601418
-4.209773654,2.964856768
-4.920534156,-4.398890301
-5.18116377,3.309808222
-4.339666921,-4.349192291
-8.909356088,8.318302325
6.329114809,-4.933552784
-2.089320115,2.744806517
6.131970792,1.922537276
-1.840436391,1.159855022
-4.948575985,-5.862195822
7.527803834,2.444289363
6.511936488,-8.505974353
6.610047867,-7.99624376
-5.810264896,-4.748602134
-4.879554826,3.569243631
-4.953433025,-5.914376238
6.846978589,-7.478991372
3.459538241,-3.145137272
-3.617822507,2.891916913
5.936433661,-7.826746801
-4.375061024,1.80484943
-4.709727167,3.059981013
-5.885067979,-5.956965299
8.065877292,1.86478131
6.956510364,2.506262018
-2.411225113,1.554270961
3.390885461,5.358870296
-4.945977436,-6.139798549
7.270174615,5.946217527
-4.194965753,-5.461513496
-1.786758799,0.39758677
6.558667681,4.88635357
-4.945752056,2.07427943
-1.253828045,0.115730336
4.790830586,4.324716103
-2.690324377,3.272729924
7.899642056,1.275530167
7.406296746,-7.705884951
6.649823361,-7.819098027
5.284372425,6.501569139
5.132610329,7.216295122
4.755399554,3.882646033
4.662716027,4.024996129
7.196491236,2.462253018
-5.917308946,6.528875348
7.126888166,1.642198011
-7.342549201,7.170463771
6.351485978,1.05382108
-2.775291267,3.967017855
-7.185845752,7.309998983
-7.411426607,8.153900734
3.121409833,5.545447824
6.045431607,4.499270765
5.91970654,-5.376726026
2.598644032,3.757254463
5.525945149,5.733780695
-7.372319053,7.437313187
2.656181215,4.206420984
2.699316178,-2.840109033
-8.092163633,7.834751326
4.471727013,-7.163590795
10.23667093,2.23829778
4.201707793,-3.028809399
4.665196618,7.234795158
6.378843402,3.997783872
-2.041986189,4.124960763
6.435575438,-5.588997256
7.37081103,3.477358712
-4.058406579,1.985248346
7.852098315,2.190884018
-8.287163569,5.602881815
8.926511733,2.785083842
-7.555546779,7.204389032
-2.666239432,4.257388483
5.252691464,6.976396303
4.078654107,-3.302857462
-4.493774507,-3.183445714
-4.160859741,2.404015496
-7.509806693,7.034441012
-1.746779039,1.883944266
-8.8697417,6.611479225
-8.196788646,7.893697689
6.481001775,4.886073465
-7.094458714,7.419609972
8.231479073,1.783401343
-5.323606973,6.05449312
-5.06565143,3.778881862
4.580485929,-4.842678249
-7.878323077,6.621992101
-3.599559791,2.956466288
4.807193733,2.177226432
3.27502605,-3.484172227
6.548819307,6.690057705
8.020408547,-4.88983123
3.376670811,-2.809420808
-5.243364663,3.286056968
-4.710883516,-3.769570747
-3.854912869,3.048541036
7.583346898,-6.667155274
7.955873593,1.855675927
7.593245565,1.289595345
-6.535016972,-5.0212111
-3.277454034,-5.61387805
-3.615781315,2.821530945
5.940834081,-6.551507233
-4.175200382,-4.254975905
5.031190562,3.907995588
8.287572204,3.488255542
4.508157925,5.232786026
8.28987408,1.990017196
-4.93072817,-5.124541788
2.081897313,-2.746004337
8.141024355,2.92117758
5.433040444,5.390482758
3.089947076,-2.303998857
-4.751273948,-3.819715026
-4.922403228,-4.52387438
-0.804479817,1.4074921
3.215882161,7.46400943
-4.806430183,-6.530624196
3.153703349,-2.592131394
5.923656725,6.805826656
9.540836256,0.427127141
8.615951579,-4.66917759
-8.907807558,6.139614989
-4.231915868,2.571434286
-4.616816139,-4.733070316
6.454185801,5.640791543
-7.45909031,6.305399631
-4.582446748,-4.762412261
3.987232588,4.783221994
-1.674105395,0.467901709
-2.107682833,3.728140659
6.882885608,-6.392659149
-5.215899948,-5.783010973
6.695262537,-4.402325347
-5.572242967,-4.456321801
-3.692349139,3.545255552
6.306945946,2.98103048
2.838660081,-3.125416508
6.370376939,3.795231574
6.831550543,5.873146555
7.211849034,-6.307521873
6.127487801,-4.315366684
-5.605080596,-6.137802968
2.851218248,-2.312146593
3.560481482,-5.19437512
-2.811670762,4.161128519
-0.199088251,3.020266091
3.93738985,2.729428411
8.855014246,2.21870425
-2.114354639,2.334825831
5.565650591,4.956105779
-6.63238016,7.14808942
-2.200541696,2.176056424
-6.118592471,7.721135363
7.809946664,6.620072099
6.073071973,6.077278589
-6.024687542,7.515628088
-2.688394408,1.343769271
3.406409708,5.642460646
-4.922337961,-4.225084008
4.958727642,7.658377395
-2.265157009,2.032263007
-6.797671204,8.631856899
7.476306191,-7.438181566
4.030751788,-2.395816885
3.613834496,-3.604820509
8.932478886,0.719322567
5.260012497,5.365929797
4.688878911,-8.551413399
7.906911898,0.884852568
-8.668599259,8.05872853
7.838816043,2.356237803
-6.941015778,7.446872501
-3.613966607,3.238412451
-5.894099576,6.436052512
-8.130203725,9.411676676
5.48461891,4.621469747
2.964750611,-2.756749178
-7.279810342,6.035462205
-4.48184917,-3.781576115
-6.513963711,5.452696011
7.425818862,5.156533906
-0.419127121,2.237119526
5.86944976,5.488694475
3.82100758,-2.495091455
5.065517896,-5.031493093
5.171499929,-5.404097285
-3.662425733,2.133636304
2.602813472,5.693258999
-5.370734154,-5.372583803
-5.849842971,-4.621126055
-3.587636608,-4.676014631
-7.904614375,8.172756845
2.395152629,-2.700035635
-2.747768632,1.333427457
3.644447209,5.486538923
2.990181101,-2.723755023
-3.986471081,-5.566135572
8.149582684,4.629461449
5.18480721,5.827228064
2.340451298,6.892882251
-1.907813731,0.460409331
3.501046652,4.242837618
-6.80957611,7.449218721
5.089898945,5.416065407
6.434017957,-4.139223184
3.608970299,5.357553474
4.183828997,4.755810641
6.324101174,-4.641384984
8.284722489,1.203276182
3.306386953,-3.526707782
-5.110188319,1.68405293
5.532481426,-5.608560459
3.12037659,-1.699158443
9.285971937,0.673281081
-6.362705951,-5.044438159
-7.733032996,8.818061923
7.13886083,-4.085528122
4.345421164,4.835585294
-2.418382561,1.580890755
3.061148752,-2.728350985
8.288707153,2.174646749
4.43720543,4.523427355
-3.399084218,2.835765601
3.846286475,3.590145348
-4.792093765,-4.374541703
-0.740536742,1.357717746
5.15884168,5.876619471
8.227311961,3.246078843
5.14481508,-4.889117205
-4.454437623,-5.248213405
8.90852461,1.239552705
-0.142993758,4.155053208
0.758677748,1.564593727
3.021905736,-3.073501001
-5.958275336,7.583544303
8.093094316,3.837868436
2.290817134,-3.880404406
-2.765287981,1.362803654
-0.263626539,2.235865732
8.862547238,2.046494879
-2.62942432,2.587249473
-1.905637772,-0.397840821
5.06540367,7.542576561
6.379850547,-6.243527724
-3.668457546,2.351533209
-7.863882961,8.279464932
3.459158303,-3.785250302
4.507072286,5.904781147
5.654839706,6.355902262
5.209762161,-6.700859514
3.765375416,-2.390619074
2.378068382,-3.346452599
8.290677053,1.945096425
8.618923132,6.176906432
2.298697364,-2.125211628
-5.829796923,-5.152270942
-3.201944012,1.662679649
-5.38333939,-5.148527181
-0.956472896,3.626765431
-5.153888772,-4.758762126
-6.30203395,-4.961532043
6.502851077,-4.581725447
-3.781500738,-4.568871965
-0.341409211,2.778451865
5.614727985,4.638113518
3.818324372,4.068728603
-5.350519106,8.07061056
-4.209049078,0.46450764
-5.091631876,-4.00974695
-2.43492913,0.656396126
5.770193588,-8.013203789
2.823236465,4.981866578
-7.413605533,8.887687657
3.836286193,-2.790490495
4.849768885,4.694489375
-2.369333882,2.262980393
-2.045161643,3.323962258
-4.562322095,-5.161754122
-2.039752367,4.153469436
-4.2803201,-4.754160383
2.717876201,-2.907724348
-4.73414879,-5.598789229
3.886294121,3.019966233
-4.728550255,6.595602577
7.123959046,2.906420003
-5.561642475,-5.262129717
4.867455561,4.444983455
-4.003917213,3.468119159
2.987486521,-2.59111685
5.031329732,5.346051359
6.532691635,-7.119414283
9.728330752,0.899394482
-7.952316381,6.323004862
5.988868503,6.406355206
-3.798114358,-4.940724176
2.588660203,3.855912832
-6.285390209,4.950058721
-1.241110713,3.16706534
-5.736293322,6.153684023
-8.103669829,6.669210776
7.423063534,4.516519296
2.332118624,5.479477739
3.784966937,-7.201805785
-1.928443556,1.223675867
2.414943487,-3.900990219
-5.72641926,-6.129842961
-7.772659445,7.830191812
-5.442919444,-5.958302314
6.813160422,-4.849199072
3.68302612,3.759679469
8.901642368,1.552186245
5.931874214,-3.784662829
8.452470327,-0.243943738
-3.160371372,1.942746373
-6.008707163,-4.265710442
-8.576996482,6.197175556
-7.916274101,8.355442801
8.12688443,3.429764235
6.009291854,5.887721201
-4.768180114,-3.339679361
6.773538306,-6.724649969
-8.237426638,7.109408472
-6.287287971,5.116849792
2.40620079,-2.845089645
5.975675139,2.745379547
7.642088276,0.934372498
-3.689014034,1.066619975
3.024430035,-2.979704154
-2.165444836,2.221623082
3.141339387,2.798712101
2.402058469,-2.777698666
-4.409226736,-4.862905375
6.429687568,5.76962813
-4.828725005,-5.996591023
-2.749782293,2.03130926
-5.671374019,-5.247369901
-5.79242906,-5.453038184
5.875896479,-8.309120234
4.012825266,4.544410957
